"lang"
{
	"Language"		"turkish"
	"Tokens"
	{
		"CardName_10004"		"Meepo"
		"CardText_10032"		"[abilityname[İsabet Aurası]][color:play_effect[[g:615[Aura]]:]] {s:thisCardName}'ın tüm kulvarlardaki dostları +1[color:attribute_glyph[&#9635;]] sahibi olur.  [color:quick[[g:624[Kulvar Arası]]]]"
		"CardName_10504"		"İsabet Aurası"
		"CardText_10504"		"[color:play_effect[[g:615[Aura]]:]] {s:parentCardName}'ın tüm kulvarlardaki dostları +1[color:attribute_glyph[&#9635;]] sahibi olur.  [color:quick[[g:624[Kulvar Arası]]]]"
		"CardEffect_10504_0"		"[color:play_effect[[g:615[Aura]]:]]  {s:parentCardName}'s allies in all lanes have +1[color:attribute_glyph[&#9635;]]."
		"CardName_10033"		"Earthshaker"
		"CardText_10033"		"[abilityname[Yarık]][activatedability[[color:ability[Etkin 3 &#9632;, 1 Mana:]] Dostları {s:thisCardName} kartından 3 yuva mesafedeki bir yuvaya [g:410[geri gönder]], ardından yerlerine [[taşları]] [g:409[çağır]].]]<BR/>\n<BR/>\n[abilityname[Artçı Şok]]Bu kulvardan bir [g:4[büyü]] veya [g:3[geliştirme]] yaptığında {s:thisCardName}'ın düşmanlarını bir eylem boyunca [g:405[sersemlet]]."
		"CardName_10438"		"Yarık"
		"CardText_10438"		"{s:parentCardName}'dan etkilenen dostları bu kulvardaki 3 yuva mesafe dahilindeki bir yuvaya [g:410[geri gönder]], ardından yerlerine [[Taşları]] [g:409[çağır]]."
		"CardName_10981"		"Artçı Şok"
		"CardText_10981"		"Bu kulvardan bir [g:4[büyü]] veya [g:3[geliştirme]] yaptığında {s:parentCardName}'ın düşmanlarını bir eylem boyunca [g:405[sersemlet]]."
		"CardEffect_10981_0"		"Whenever you play a [g:4[spell]] or [g:3[enchantment]] from this lane, [g:405[stun]] {s:parentCardName}'s enemies for one action."
		"CardName_10036"		"Enchantress"
		"CardText_10036"		"[abilityname[Dokunulmazlık]]Bir [g:608[birim]] {s:thisCardName}'a [g:610[dövüş hasarı]] verdiğinde, sonraki dövüşte etkisizleşir.<br><br>[color:play_effect[Konuşlandırma:]]  {s:thisCardName}'ı engelleyen düşmanı bir sonraki dövüşte [g:404[etkisizleştir]]."
		"CardName_10506"		"Dokunulmazlık"
		"CardText_10506"		"Bir [g:608[birim]] {s:parentCardName}'a [g:610[dövüş hasarı]] verdiğinde, sonraki dövüşte etkisizleşir.<br><br>[color:play_effect[Konuşlandırma:]]  {s:parentCardName}'ı engelleyen düşmanı bir sonraki dövüşte [g:404[etkisizleştir]]."
		"CardEffect_10506_0"		"When a [g:608[unit]] in any lane deals [g:610[battle damage]] to {s:parentCardName}, [g:404[disarm]] that [g:608[unit]] until end of its next [g:203[combat phase]]."
		"CardName_10038"		"Lich"
		"CardText_10038"		"[abilityname[Kurban Etme]][activatedability[[color:ability[Etkin 2 &#9632;, 1 Mana:]] Başka bir dostu [g:412[katlet]] ve bir kart çek. 2 [g:513[mana]] yenile.]]"
		"CardName_10440"		"Kurban Etme"
		"CardText_10440"		"Başka bir dostu [g:412[katlet]] ve bir kart çek. 2 [g:513[mana]] yenile."
		"CardName_10043"		"Ogre Magi"
		"CardText_10043"		"[abilityname[Multicast]]When you cast a [g:4[spell]] or [g:3[enchantment]] from this lane it can be [g:623[repeated]] this round.<br><br>2 round cooldown."
		"CardName_10509"		"Büyü Çoğaltma"
		"CardText_10509"		"When you cast a [g:4[spell]] or [g:3[enchantment]] from this lane it can be [g:623[repeated]] this round.<br><br>2 round cooldown."
		"CardEffect_10509_0"		"When you cast a [g:4[spell]] or [g:3[enchantment]] from this lane it can be [g:623[repeated]] this round.<br><br>2 round cooldown."
		"CardName_10044"		"Omniknight"
		"CardText_10044"		"[abilityname[Kutsama]][activatedability[[color:ability[Etkin 2 &#9632;, 1 Mana:]] Bir dostu 3 iyileştir ve ona [g:600[komşu düşmanlara]] 1 [g:509[delici]] hasar ver.]]"
		"CardName_10443"		"Kutsama"
		"CardText_10443"		"Bir dostu 3 iyileştir ve ona [g:600[komşu düşmanlara]] 1 [g:509[delici]] hasar ver."
		"CardName_10047"		"Phantom Assassin"
		"CardText_10047"		"[abilityname[Tesirli Katil]]{s:thisCardName} bir [g:0[kahramana]] saldırırken iki kat hasar ver."
		"CardName_10512"		"Tesirli Katil"
		"CardText_10512"		"{s:parentCardName} bir [g:0[kahramana]] saldırırken iki kat hasar ver."
		"CardEffect_10512_0"		"Double {s:parentCardName}'s damage when attacking a [g:0[hero]]."
		"CardName_10048"		"Pugna"
		"CardText_10048"		"[abilityname[Cehennem Gözü]]Rakibin bu kulvarda [g:5[eşya]] olmayan bir kart oynadığında [g:2[kulesine]] 1 [g:509[delici]] hasar ver ve 1 [g:513[manasını]] [g:411[yak]]. <br><br> 1 raunt dolum süresi vardır."
		"CardName_10444"		"Cehennem Patlaması"
		"CardText_10444"		"Düşman [g:2[kuleye]] 3 hasar ver. Kuleden rastgele bir [g:3[geliştirmeyi]] [g:419[etkisizleştir]]."
		"CardName_10173"		"Cehennem Gözü"
		"CardText_10173"		"Rakibin bu kulvarda [g:5[eşya]] olmayan bir kart oynadığında [g:2[kulesine]] 1 [g:509[delici]] hasar ver ve 1 [g:513[manasını]] [g:411[yak]]. <br><br> 1 raunt dolum süresi vardır."
		"CardEffect_10173_0"		""
		"CardName_10050"		"Sniper"
		"CardText_10050"		"[abilityname[Kafadan Vuruş]][activatedability[[color:ability[Etkin 3 &#9632;, 1 Mana:]] 5 yuvalık mesafedeki bir [g:608[birime]] 4 hasar ver.  [color:quick[[g:624[Kulvar Arası]]]]]]"
		"CardName_10446"		"Kafadan Vuruş"
		"CardText_10446"		"5 yuvalık mesafedeki bir [g:608[birime]] 4 hasar ver.  [color:quick[[g:624[Kulvar Arası]]]]"
		"CardName_10054"		"Sven"
		"CardText_10054"		"[abilityname[Güçlü Yarma]]{s:thisCardName}'in [g:510[saldırısı]] [g:203[dövüş aşamasında]] [g:502[yarma]] olarak sayılır.<br><br>{s:thisCardName} [g:606[engellenmemişse]] [g:2[kuleye]] saldırır."
		"CardName_10513"		"Güçlü Yarma"
		"CardText_10513"		"{s:parentCardName}'in [g:510[saldırısı]] [g:203[dövüş aşamasında]] [g:502[saçma]] olarak sayılır.<br><br>{s:parentCardName} [g:606[engellenmemişse]] [g:2[kuleye]] saldırır."
		"CardEffect_10513_0"		"{s:parentCardName}'s [g:510[Attack]] counts as [g:502[Cleave]] in the [g:203[combat phase]].<br><br>{s:parentCardName} still hits the [g:2[tower]] if [g:606[unblocked]]."
		"CardName_10056"		"Treant Protector"
		"CardText_10056"		"[abilityname[Demirden Dallar]][color:play_effect[[g:615[Aura]]:]] {s:thisCardName}'ın bu kulvarda 2 yuva mesafede yer alan dostları +2[color:attribute_glyph[&#9636;]] sahibi olur."
		"CardName_10514"		"Demirden Dallar"
		"CardText_10514"		"[color:play_effect[[g:615[Aura]]:]] Bu kulvarda 2 yuva mesafedeki {s:parentCardName}'ın bu kulvarda 2 yuva mesafede yer alan dostları +2[color:attribute_glyph[&#9636;]] sahibi olur."
		"CardEffect_10514_0"		"[color:play_effect[[g:615[Aura]]:]]  {s:parentCardName}'s allies in this lane within range 2 have +2[color:attribute_glyph[&#9636;]]."
		"CardName_10058"		"Sorla Khan"
		"CardText_10058"		"[abilityname[Savaş Çağrısı]][g:521[Yağmacı]<br><br>Bir [g:2[kuleye]] saldırırken +2 hasar ver."
		"CardName_10516"		"Savaş Çağrısı"
		"CardText_10516"		"[g:521[Yağmacı]]<br><br> Bir [g:2[kuleye]] saldırırken +2 hasar ver."
		"CardEffect_10516_0"		"{s:parentCardName} deals +2 damage when attacking a [g:2[tower]]."
		"CardName_10059"		"Necrophos"
		"CardText_10059"		"[abilityname[Sadist]]{s:thisCardName}, bir [g:608[birim]] öldürdüğünde 1 [g:513[mana]] yenile.<br><br>[abilityname[Ölümün Tırpanı]][activatedability[[color:ability[Etkin 2 &#9632;, 1 Mana:]] Bir [g:608[birime]] kaybettiği [g:511[sağlığa]] denk hasar ver.]]"
		"CardName_10517"		"Sadist"
		"CardText_10517"		"{s:thisCardName} bir [g:608[birim]] öldürdüğünde 1 [g:513[mana]] yenile."
		"CardEffect_10517_0"		"Whenever {s:parentCardName} kills a [g:608[unit]], restore 1 [g:513[mana]]."
		"CardName_10062"		"Skywrath Mage"
		"CardText_10062"		"[abilityname[Sarsıcı Atış]][activatedability[[color:ability[Etkin 2 &#9632;, 1 Mana:]] Bir düşmana ve onun [g:601[komşularına]] -3[color:attribute_glyph[&#9636;]]  [g:417[ver]].<br><br>  [color:quick[[g:604[&#9634; Hızlı kullan]]]]]]"
		"CardName_10451"		"Sarsıcı Atış"
		"CardText_10451"		"Bir düşmana ve onun [g:601[komşularına]] -3[color:attribute_glyph[&#9636;]]  [g:417[ver]].<br><br>  [color:quick[[g:604[&#9634; Hızlı kullan]]]]"
		"CardModification_10451_0"		"Bir düşmana ve onun [g:601[komşularına]] -3[color:attribute_glyph[&#9636;]] [g:417[ver]].<br><br>"
		"CardName_10063"		"Mistik Işıma"
		"CardText_10063"		"Bir düşmana ve onun [g:601[komşularına]] eşit bölünmüş 6 [g:509[delici]] hasar ver."
		"CardName_10064"		"Crystal Maiden"
		"CardText_10064"		"[abilityname[Esrar Aurası]]Herhangi bir kulvarda [g:4[büyü]] veya [g:3[geliştirme]] oynadığında 2 [color:attribute_glyph[]] [g:513[mana]] yenile.<br><br>Dolum süresi 1 raunt.<br><br>  [color:quick[[g:624[Kulvar Arası]]]]"
		"CardName_10518"		"Esrarlı Aura"
		"CardText_10518"		"Herhangi bir kulvarda [g:4[büyü]] veya [g:3[geliştirme]] oynadığında 2 [color:attribute_glyph[]] [g:513[mana]] yenile.<br><br>Dolum süresi 1 raunt.<br><br>  [color:quick[[g:624[Kulvar Arası]]]]"
		"CardEffect_10518_0"		"When you play a [g:4[spell]] or [g:3[enchantment]] from any lane, restore 2 [color:attribute_glyph[]] [g:513[Mana]].<br><br>1 round cooldown.<br><br>"
		"CardName_10519"		"Statik Alan"
		"CardText_10519"		"Bu kulvardan [g:4[büyü]] veya [g:3[geliştirme]] oynadığında {s:parentCardName}'ın [g:600[komşu düşmanlarına]] 1 [g:509[delici]] hasar ver."
		"CardEffect_10519_0"		"Whenever you play a [g:4[spell]] or [g:3[enchantment]] from this lane, deal 1 [g:509[piercing]] damage to {s:parentCardName}'s [g:600[adjacent enemies]]."
		"CardName_10065"		"Zeus"
		"CardText_10065"		""
		"CardName_10068"		"Dark Seer"
		"CardText_10068"		"[abilityname[Vakum]][activatedability[[color:ability[Etkin 3 &#9632;, 1 Mana:]] Bir yuva seç. Kulvardaki düşmanlara 1 hasar ver, ardından onları hedef yuvaya doğru çek.<br><br>  [color:quick[[g:604[&#9634; Hızlı Kullan]]]]]]"
		"CardName_10452"		"Vakum"
		"CardText_10452"		"Bir yuva seç. Kulvardaki düşmanlara 1 hasar ver, ardından onları hedef yuvaya doğru çek.<br><br>  [color:quick[[g:604[&#9634; Hızlı Kullan]]]]"
		"CardName_10069"		"Legion Commander"
		"CardText_10069"		"[abilityname[Cesaret Anı]]{s:thisCardName} bir [g:608[birime]] [g:400[dövüşte]] her saldırıp hayatta kaldığında {s:thisCardName} 3 iyileşir."
		"CardName_10520"		"Cesaret Anı"
		"CardText_10520"		"{s:parentCardName} bir [g:608[birime]] [g:400[dövüşte]] her saldırıp hayatta kaldığında, {s:parentCardName} 3 iyileşir."
		"CardEffect_10520_0"		"Whenever {s:parentCardName} attacks a [g:608[unit]] in [g:400[battle]] and survives, heal {s:parentCardName} 3."
		"CardName_10070"		"Ursa"
		"CardText_10070"		"[abilityname[Öfkeli Pençe]]{s:thisCardName} bir [g:608[birime]] her [g:610[dövüş hasarı]] verdiğinde kalıcı olarak -1[color:attribute_glyph[&#9636;]] [g:417[ver]]."
		"CardName_10521"		"Öfkeli Pençe"
		"CardText_10521"		"{s:parentCardName} bir [g:608[birime]] her [g:610[dövüş hasarı]] verdiğinde kalıcı olarak -1[color:attribute_glyph[&#9636;]] [g:417[ver]]."
		"CardEffect_10521_0"		"Whenever {s:parentCardName} deals [g:610[battle damage]] to a [g:608[unit]], [g:417[give]] it -1[color:attribute_glyph[&#9636;]] permanently."
		"CardModification_10521_0"		"{s:parentCardName} bir [g:608[birime]] her [g:610[dövüş hasarı]] verdiğinde kalıcı olarak -1[color:attribute_glyph[&#9636;]] [g:417[ver]]."
		"CardName_10811"		"Lina"
		"CardText_10811"		"[abilityname[Ateşli Ruh]]{s:thisCardName}'un kulvarından bir [g:4[büyü]] veya [g:3[geliştirme]] oynadığında, {s:thisCardName} dövüş hedefine, {s:thisCardName}'un üzerindeki şarja eşit hasar ver ve {s:thisCardName}'a bir 1 şarj ekle.<br><br>Dolum süresi 1 raunttur."
		"CardName_10812"		"Ateşli Ruh"
		"CardText_10812"		"{s:parentCardName}'un kulvarından bir [g:4[büyü]] veya [g:3[geliştirme]] oynadığında, {s:parentCardName}'un dövüş hedefine, {s:thisCardName}'un üzerindeki şarja eşit hasar ver ve {s:thisCardName}'a bir 1 şarj ekle.<br><br>Dolum süresi 1 raunttur."
		"CardEffect_10812_0"		"When you play a [g:4[spell]] or [g:3[enchantment]] from {s:parentCardName}'s lane, deal damage to {s:parentCardName}'s combat target equal to the number of charges on {s:thisCardName} and add 1 charge to {s:thisCardName}.<br><br>1 round cooldown."
		"CardName_10813"		"Alev Sütunu"
		"CardText_10813"		"Bir [g:608[birimi]] [g:405[sersemlet]] ve 1 hasar ver."
		"CardName_10814"		"Kölemen Ejderha"
		"CardText_10814"		"Bir düşmana 3 [g:509[delici]] hasar ve onun dost [g:601[komşularına]] 1 [g:509[delici]] hasar ver."
		"CardName_10815"		"Laguna Kılıcı"
		"CardText_10815"		"Bir [g:608[birime]] 5 [g:509[delici]] hasar ver."
		"CardName_10076"		"Silah Ustası Smeevil"
		"CardText_10076"		"Birimlerinden biri bir düşmana [g:610[dövüş hasarı]] verdiğinde ona kalıcı olarak +1[color:attribute_glyph[&#9635;]] [g:417[ver]]."
		"CardEffect_10076_0"		"Whenever one of your units deals [g:610[battle damage]] to an enemy, [g:417[give]] it +1[color:attribute_glyph[&#9635;]] permanently."
		"CardModification_10076_0"		"Birimlerinden biri bir düşmana [g:610[dövüş hasarı]] verdiğinde ona kalıcı olarak +1[color:attribute_glyph[&#9635;]] [g:417[ver]]."
		"CardName_10077"		"Hiçliğin Kardeşi"
		"CardText_10077"		"Bir dost öldüğünde bir [[Eidolon]] [g:409[çağır]] ve bir şarj eksilt."
		"CardEffect_10077_0"		"Whenever an ally dies, [g:409[summon]] an [[Eidolon]] and remove a charge."
