"lang"
{
	"Language"		"brazilian"
	"Tokens"
	{
		"CardName_10004"		"Meepo"
		"CardName_10437"		"Chamado da Selva"
		"CardText_10437"		"[g:409[Invoque]] uma [[Fera Leal]]."
		"CardName_11051"		"Fera Interior"
		"CardText_11051"		"O {s:parentCardName} tem +2[color:attribute_glyph[&#9635;]] por cada [[Fera Leal]] vizinha."
		"CardEffect_11051_0"		"O {s:parentCardName} tem +2[color:attribute_glyph[&#9635;]] por cada [[Fera Leal]] vizinha."
		"CardName_10030"		"Espinhoso"
		"CardText_10030"		"[abilityname[Proteção de Cerdas]]Quando o {s:thisCardName} sofrer [g:610[dano não físico]], reduza o dano a 1 e ative a [[Rajada de Espinhos]].<br><br>[abilityname[Rajada de Espinhos]][activatedability[[color:ability[Ativa 3 &#9632;, 1 de mana:]] Cause 1 de dano a [g:600[inimigos adjacentes]].]]"
		"CardName_10502"		"Proteção de Cerdas"
		"CardText_10502"		"Quando o {s:parentCardName} sofrer [g:610[dano não físico]], reduza o dano a 1 e ative a [[Rajada de Espinhos]]."
		"CardName_10032"		"Patrulheira Drow"
		"CardText_10032"		"[abilityname[Aura de Precisãoa]][color:play_effect[[g:615[Aura]]:]]  Aliados da {s:thisCardName} em todas as trilhas têm +1[color:attribute_glyph[&#9635;]].  [color:quick[[g:624[Transversal]]]]"
		"CardName_10504"		"Aura de Precisão"
		"CardText_10504"		"[color:play_effect[[g:615[Aura]]:]]  Aliados da {s:parentCardName} em todas as trilhas têm +1[color:attribute_glyph[&#9635;]].  [color:quick[[g:624[Transversal]]]]"
		"CardEffect_10504_0"		"[color:play_effect[[g:615[Aura]]:]]  Aliados da {s:parentCardName} em todas as trilhas têm +1[color:attribute_glyph[&#9635;]]."
		"CardName_10033"		"Terremoto"
		"CardText_10033"		"[abilityname[Fissura]][activatedability[[color:ability[Ativa 3 &#9632;, 1 de mana:]] [g:410[Retorne]] aliados do {s:thisCardName} em até 3 espaços de distância nesta trilha e [g:409[invoque]] [[Pedras]] no lugar deles.]]<BR/>\n<BR/>\n[abilityname[Tremor Secundário]]Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, [g:405[atordoe]] os inimigos do {s:thisCardName} por uma ação."
		"CardName_10438"		"Fissura"
		"CardText_10438"		"[g:410[Retorne]] aliados do {s:parentCardName} em até 3 espaços de distância nesta trilha e [g:409[invoque]] [[Pedras]] no lugar deles."
		"CardName_10981"		"Tremor Secundário"
		"CardText_10981"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, [g:405[atordoe]] os inimigos do {s:parentCardName} por uma ação."
		"CardEffect_10981_0"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, [g:405[atordoe]] os inimigos do {s:parentCardName} por uma ação."
		"CardName_10036"		"Encantadora"
		"CardText_10036"		"[abilityname[Intocável]]Quando uma [g:608[unidade]] causar [g:610[dano físico]] à {s:thisCardName}, desarme-a até o combate seguinte.<br><br>[color:play_effect[Posicionamento:]]  [g:404[Desarme]] a unidade bloqueando a {s:thisCardName} até o próximo combate."
		"CardName_10506"		"Intocável"
		"CardText_10506"		"Quando uma [g:608[unidade]] causar [g:610[dano físico]] à {s:parentCardName}, desarme-a até o combate seguinte.<br><br>[color:play_effect[Posicionamento:]]  [g:404[Desarme]] o inimigo bloqueando a {s:parentCardName} até o próximo combate."
		"CardName_10038"		"Lich"
		"CardText_10038"		"[abilityname[Sacrifício]][activatedability[[color:ability[Ativa 2 &#9632;, 1 de mana:]] [g:412[Abata]] outro aliado e pegue uma carta. Restaure 2 de [g:513[Mana]].]]"
		"CardName_10440"		"Sacrifício"
		"CardText_10440"		"[g:412[Abata]] outro aliado e pegue uma carta. Restaure 2 de [g:513[Mana]]."
		"CardName_10043"		"Ogro Magi"
		"CardText_10043"		"[abilityname[Multilançamento]]Ao lançar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, o lançamento pode ser [g:531[[g:623[repetido]]]] nesta rodada.<br><br>2 rodadas de recarga."
		"CardName_10509"		"Multilançamento"
		"CardText_10509"		"Ao lançar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, o lançamento pode ser [g:531[[g:623[repeated]]]] nesta rodada.<br><br>2 rodadas de recarga."
		"CardEffect_10509_0"		"Ao lançar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, o lançamento pode ser [g:531[[g:623[repeated]]]] nesta rodada.<br><br>2 rodadas de recarga."
		"CardName_10044"		"Onitemplário"
		"CardText_10044"		"[abilityname[Purificação]][activatedability[[color:ability[Ativa 2 &#9632;, 1 de mana:]] Cure um aliado em 3 e cause 1 de dano [g:509[perfurante]] a cada [g:600[inimigo adjacente]].]]"
		"CardName_10443"		"Purificação"
		"CardText_10443"		"Cure um aliado em 3 e cause 1 de dano [g:509[perfurante]] a cada [g:600[inimigo adjacente]]."
		"CardName_10047"		"Assassina Fantasma"
		"CardText_10047"		"[abilityname[Assassinato Eficiente]]Dobre o dano causado pela {s:thisCardName} ao [g:423[golpear]] um [g:0[herói]]."
		"CardName_10512"		"Assassinato Eficiente"
		"CardText_10512"		"Dobre o dano causado pela {s:parentCardName} ao [g:423[golpear]] um [g:0[herói]]."
		"CardEffect_10512_0"		"Dobre o dano causado pela {s:parentCardName} ao [g:423[golpear]] um [g:0[herói]]."
		"CardName_10048"		"Pugna"
		"CardText_10048"		"[abilityname[Sentinela Antimagia]]Quando o seu adversário jogar uma carta que não seja um [g:5[item]] nesta trilha, cause 1 de dano [g:509[perfurante]] à [g:2[torre]] dele e [g:411[queime]] 1 do [g:513[mana]] dele."
		"CardName_10444"		"Explosão das Profundezas"
		"CardText_10444"		"Cause 3 de dano à [g:2[torre]] inimiga. [g:419[Dissipe]] um [g:3[encantamento]] aleatório dela."
		"CardName_10173"		"Sentinela Antimagia"
		"CardText_10173"		"Quando o seu adversário jogar uma carta que não seja um [g:5[item]] nesta trilha, cause 1 de dano [g:509[perfurante]] à [g:2[torre]] dele e [g:411[queime]] 1 do [g:513[mana]] dele."
		"CardName_10050"		"Franco-atirador"
		"CardText_10050"		"[abilityname[Atirar na Cabeça]][activatedability[[color:ability[Ativa 3 &#9632;, 1 de mana:]] Cause 4 de dano a outra [g:608[unidade]] em até 5 espaços de distância.  [color:quick[[g:624[Transversal]]]]]]"
		"CardName_10446"		"Atirar na Cabeça"
		"CardText_10446"		"Cause 4 de dano a outra [g:608[unidade]] em até 5 espaços de distância.  [color:quick[[g:624[Transversal]]]]"
		"CardName_10054"		"Sven"
		"CardText_10054"		"[abilityname[Grande Transposição]]O [color:attribute_glyph[&#9635;]] de {s:thisCardName} conta como [g:502[Transposição]] durante a [g:203[fase de combate]].<br><br>{s:thisCardName} atinge a [g:2[torre]] se ela estiver [g:606[desbloqueada]]."
		"CardName_10513"		"Grande Transposição"
		"CardText_10513"		"O [color:attribute_glyph[&#9635;]] de {s:parentCardName} conta como [g:502[Transposição]] durante a [g:203[fase de combate]].<br><br>{s:parentCardName} atinge a [g:2[torre]] se ela estiver [g:606[desbloqueada]]."
		"CardEffect_10513_0"		"O [color:attribute_glyph[&#9635;]] de {s:parentCardName} conta como [g:502[Transposição]] durante a [g:203[fase de combate]].<br><br>{s:parentCardName} atinge a [g:2[torre]] se ela estiver [g:606[desbloqueada]]."
		"CardName_10056"		"Protetor Arvoroso"
		"CardText_10056"		"[abilityname[Galhos de Ferro]][color:play_effect[[g:615[Aura]]:]]  Aliados do {s:thisCardName} em até 2 espaços de distância nesta trilha têm +2[color:attribute_glyph[&#9636;]]."
		"CardName_10514"		"Galhos de Ferro"
		"CardText_10514"		"[color:play_effect[[g:615[Aura]]:]]  Aliados do {s:parentCardName} em até 2 espaços de distância nesta trilha têm +2[color:attribute_glyph[&#9636;]]."
		"CardEffect_10514_0"		"[color:play_effect[[g:615[Aura]]:]]  Aliados do {s:parentCardName} em até 2 espaços de distância nesta trilha têm +2[color:attribute_glyph[&#9636;]]."
		"CardName_10058"		"Sorla Khan"
		"CardText_10058"		"[abilityname[Beligerância]][g:521[Saqueamento]]<br><br> +2 de dano ao [g:423[golpear]] [g:2[torres]]."
		"CardName_10516"		"Beligerância"
		"CardText_10516"		"[g:521[Saqueamento]]<br><br> +2 de dano ao [g:423[golpear]] [g:2[torres]]."
		"CardEffect_10516_0"		"{s:parentCardName} causa +2 de dano ao atacar [g:2[torres]]."
		"CardName_10059"		"Nécrofos"
		"CardText_10059"		"[abilityname[Sádico]]Quando uma [g:608[unidade]] inimiga morrer, restaure 1 de [g:513[Mana]].<br><br>[abilityname[Foice da Morte]][activatedability[[color:ability[Ativa 2 &#9632;, 1 de mana:]] Cause dano a uma [g:608[unidade]] igual à [color:attribute_glyph[&#9637;]] faltante dela.]]"
		"CardName_10517"		"Sádico"
		"CardText_10517"		"Quando uma [g:608[unidade]] inimiga morrer, restaure 1 de [g:513[Mana]]."
		"CardName_10062"		"Mago Celestifúria"
		"CardText_10062"		"[abilityname[Disparo Contusivo]][activatedability[[color:ability[Ativa 2 &#9632;, 1 de mana:]] [g:417[Conceda]] -3[color:attribute_glyph[&#9636;]] a um inimigo e aos [g:601[vizinhos]] dele.<br><br>  [color:quick[[g:604[&#9634; Uso rápido]]]]]]"
		"CardName_10451"		"Disparo Contusivo"
		"CardText_10451"		"[g:417[Conceda]] -3[color:attribute_glyph[&#9636;]] a um inimigo e aos [g:601[vizinhos]] dele.<br><br>  [color:quick[[g:604[&#9634; Uso rápido]]]]"
		"CardModification_10451_0"		"[g:417[Conceda]] -3[color:attribute_glyph[&#9636;]] a um inimigo e aos [g:601[vizinhos]] dele.<br><br>"
		"CardName_10063"		"Relâmpagos Místicos"
		"CardText_10063"		"Cause 6 de dano [g:509[perfurante]], igualmente distribuído entre um inimigo e os [g:601[vizinhos]] dele."
		"CardName_10064"		"Donzela Cristalina"
		"CardText_10064"		"[abilityname[Aura Arcana]]Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] de qualquer trilha, restaure 2 de[color:attribute_glyph[]] [g:513[Mana]].<br><br>1 rodada de recarga.<br><br>  [color:quick[[g:624[Transversal]]]]"
		"CardName_10518"		"Aura Arcana"
		"CardText_10518"		"Ao jogar uma [g:4[magia]] ou um [g:3[encantamento]] em qualquer trilha, restaure 2[color:attribute_glyph[]] de [g:513[Mana]].<br><br>1 rodada de recarga.<br><br>  [color:quick[[g:624[Transversal]]]]"
		"CardEffect_10518_0"		"Ao jogar uma [g:4[magia]] ou um [g:3[encantamento]] em qualquer trilha, restaure 2[color:attribute_glyph[]] de [g:513[Mana]].<br><br>1 rodada de recarga.<br><br>"
		"CardName_10519"		"Campo Estático"
		"CardText_10519"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, cause 1 de dano [g:509[perfurante]] aos [g:600[inimigos adjacentes]] a {s:parentCardName}."
		"CardEffect_10519_0"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir desta trilha, cause 1 de dano [g:509[perfurante]] aos [g:600[inimigos adjacentes]] a {s:parentCardName}."
		"CardName_10065"		"Zeus"
		"CardName_10068"		"Áugure Sombrio"
		"CardText_10068"		"[abilityname[Vácuo]][activatedability[[color:ability[Ativa 3 &#9632;, 1 de mana:]] Escolha um espaço. Cause 1 de dano a todos os inimigos na trilha e, então, empurre-os em direção ao espaço-alvo.<br><br>  [color:quick[[g:604[&#9634; Uso rápido]]]]]]"
		"CardName_10452"		"Vácuo"
		"CardText_10452"		"Escolha um espaço. Cause 1 de dano a todos os inimigos na trilha e, então, empurre-os em direção ao espaço-alvo.<br><br>  [color:quick[[g:604[&#9634; Uso rápido]]]]"
		"CardName_10069"		"Comandante da Legião"
		"CardText_10069"		"[abilityname[Momento de Coragem]]Quando a {s:thisCardName} [g:423[golpear]] uma [g:608[unidade]] e sobreviver, cure a {s:thisCardName} em 3[color:attribute_glyph[&#9637;]]."
		"CardName_10520"		"Momento de Coragem"
		"CardText_10520"		"Quando a {s:parentCardName} [g:423[golpear]] uma [g:608[unidade]] e sobreviver, cure a {s:parentCardName} em 3[color:attribute_glyph[&#9637;]]."
		"CardEffect_10520_0"		"Quando a {s:parentCardName} [g:423[golpear]] uma [g:608[unidade]] e sobreviver, cure a {s:parentCardName} em 3[color:attribute_glyph[&#9637;]]."
		"CardName_10070"		"Urso"
		"CardText_10070"		"[abilityname[Garras Furiosas]]Quando o {s:thisCardName} causar [g:610[dano físico]] a uma [g:608[unidade]], [g:417[conceda-la]] permanentemente -1[color:attribute_glyph[&#9636;]]."
		"CardName_10521"		"Garras Furiosas"
		"CardText_10521"		"Quando o {s:parentCardName} causar [g:610[dano físico]] a uma [g:608[unidade]], [g:417[conceda]] permanentemente -1[color:attribute_glyph[&#9636;]] à unidade alvejada."
		"CardName_10811"		"Lina"
		"CardText_10811"		"[abilityname[Alma Ardente]]Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir da trilha de {s:thisCardName}, cause dano ao alvo de combate de {s:thisCardName} proporcional à quantidade de cargas de {s:thisCardName} e adicione 1 carga a {s:thisCardName}.<br><br>1 rodada de recarga."
		"CardName_10812"		"Alma Ardente"
		"CardText_10812"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir da trilha de {s:parentCardName}, cause dano ao alvo de combate de {s:parentCardName} proporcional à quantidade de cargas da {s:thisCardName} e adicione 1 carga à {s:thisCardName}.<br><br>1 rodada de recarga."
		"CardEffect_10812_0"		"Quando jogar uma [g:4[magia]] ou um [g:3[encantamento]] a partir da trilha de {s:parentCardName}, cause dano ao alvo de combate de {s:parentCardName} proporcional à quantidade de cargas da {s:thisCardName} e adicione 1 carga à {s:thisCardName}.<br><br>1 rodada de recarga."
		"CardName_10813"		"Impacto de Luz Solar"
		"CardText_10813"		"[g:405[Atordoe]] e cause 1 de dano a uma [g:608[unidade]]."
		"CardName_10814"		"Dragão Escravo"
		"CardText_10814"		"Cause 3 de dano [g:509[perfurante]] a um inimigo e 1 de dano [g:509[perfurante]] aos seus [g:601[vizinhos]] aliados."
		"CardName_10815"		"Lâmina Laguna"
		"CardText_10815"		"Cause 5 de dano [g:509[perfurante]] a uma [g:608[unidade]]."
		"CardName_10076"		"Smeevil Mestre Armeiro"
		"CardText_10076"		"Quando uma das suas unidades causar [g:610[dano físico]] a um inimigo, [g:417[conceda-la]] permanentemente +1[color:attribute_glyph[&#9635;]]."
		"CardName_10077"		"Irmã do Vazio"
		"CardText_10077"		"Quando um aliado morrer, [g:409[invoque]] uma [[Aparição]] e remova uma carga."
		"CardEffect_10077_0"		"Quando um aliado morrer, [g:409[invoque]] uma [[Aparição]] e remova uma carga."
		"CardName_10454"		"Irmã do Vazio"
		"CardText_10454"		"Escolha um alvo de combate para a {s:parentCardName}. A {s:parentCardName} causa +2 de dano ao [g:423[golpear]] [g:608[unidades]].  [color:quick[[g:604[&#9634; Uso rápido]]]]"
		"CardEffect_10454_0"		"A {s:parentCardName} causa +2 de dano ao [g:423[golpear]] [g:608[unidades]]."
		"CardName_10078"		"Censor da Mansão Tyler"
		"CardText_10078"		"Quando o adversário jogar uma carta nesta trilha, [g:411[queime]] 1 do [g:513[Mana]] restante dele."
		"CardEffect_10078_0"		"Quando o adversário jogar uma carta nesta trilha, [g:411[queime]] 1 do [g:513[Mana]] restante dele."
		"CardName_10079"		"Smeevil Ferreira"
		"CardText_10079"		"Quando um aliado entrar nesta trilha, [g:417[conceda-lo]] permanentemente +1 de [g:504[Armadura]]."
		"CardEffect_10079_0"		"Quando um aliado entrar nesta trilha, [g:417[conceda-lo]] permanentemente +1 de [g:504[Armadura]]."
		"CardModification_10079_0"		"Quando um aliado entrar nesta trilha, [g:417[conceda-lo]] permanentemente +1 de [g:504[Armadura]]."
