"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont und ich können uns auf nicht allzu viel einigen, aber er war weise genug, zu erkennen, dass man die Gesichtslose Leere lieber nicht verärgern sollte. Ich bin nicht sonderlich heiß auf den Claszureme-Vertrag, Chronomantik hat schließlich eine Menge Spaß gemacht, aber weißt du, was auch Spaß macht? Wenn deine Zeitlinie nicht ausgelöscht wird."
"DCG_VO_ogre_bruiser_taunt_generic_05"	"Zeigt ihnen unsere Stärke!"
"DCG_VO_ogre_bruiser_taunt_generic_06"	"Brennt alles nieder!"
"DCG_VO_ogre_bruiser_taunt_generic_07"	"Erschlagt sie!"
"DCG_VO_ogre_bruiser_taunt_generic_08"	"Wir werden gewinnen!"
"DCG_VO_ogre_bruiser_taunt_generic_09"	"Sie können uns nicht aufhalten!"
"DCG_VO_ogre_bruiser_taunt_generic_10"	"In den Kampf!"
"DCG_VO_ogre_bruiser_potential_kill_01"	"Hab dich."
"DCG_VO_ogre_bruiser_potential_kill_02"	"Du bist tot."
"DCG_VO_ogre_bruiser_potential_kill_03"	"Ich werde deine Leiche fressen …"
"DCG_VO_ogre_bruiser_potential_kill_04"	"Es gibt kein Entkommen."
"DCG_VO_ogre_bruiser_potential_kill_05"	"Du wirst jetzt sterben."
"DCG_VO_ogre_bruiser_potential_save_01"	"Ha!"
"DCG_VO_ogre_bruiser_potential_save_02"	"Keine Chance."
"DCG_VO_ogre_bruiser_potential_save_03"	"Ich werde hier nicht sterben …"
"DCG_VO_ogre_bruiser_potential_save_04"	"Du wirst mich nie erledigen."
"DCG_VO_ogre_bruiser_potential_save_05"	"Du bist nicht besser als ich."
"DCG_VO_ogre_bruiser_permanent_armor_01"	"Meine Haut ist zäh."
"DCG_VO_ogre_bruiser_permanent_armor_02"	"Die sollen mal versuchen, mich abzustechen."
"DCG_VO_ogre_bruiser_permanent_armor_03"	"Sie können mir nichts antun."
"DCG_VO_ogre_bruiser_permanent_armor_04"	"Ein paar Diener machen mir doch keine Sorgen …"
"DCG_VO_ogre_bruiser_permanent_armor_05"	"Ich bin für den Krieg geschaffen."
"DCG_VO_ogre_bruiser_permanent_attack_01"	"Ich bin stärker."
"DCG_VO_ogre_bruiser_permanent_attack_02"	"Niemand ist stärker als ich."
"DCG_VO_ogre_bruiser_permanent_attack_03"	"Ich bin stärker als je zuvor."
"DCG_VO_ogre_bruiser_permanent_attack_04"	"Ich fühle mich mächtig."
"DCG_VO_ogre_bruiser_permanent_attack_05"	"Diese Macht!"
"DCG_VO_ogre_bruiser_permanent_health_01"	"Mich umzubringen, wird nicht leicht."
"DCG_VO_ogre_bruiser_permanent_health_02"	"Ich gehe nirgendwo hin."
"DCG_VO_ogre_bruiser_permanent_health_03"	"Ich werde nicht fallen!"
"DCG_VO_ogre_bruiser_permanent_health_04"	"Niemand wird mich umbringen!"
"DCG_VO_ogre_bruiser_permanent_health_05"	"Es ist wichtig, gesund zu bleiben. Dann kann man nämlich noch mehr Leute umbringen."
"DCG_VO_ogre_bruiser_cast_spell_01"	"Ich beherrsche ein wenig Ogermagie …"
"DCG_VO_ogre_bruiser_cast_spell_02"	"Nieder damit!"
"DCG_VO_ogre_bruiser_cast_spell_03"	"Das weiß ich zu verhindern!"
"DCG_VO_ogre_bruiser_cast_spell_04"	"Ich sehe sie!"
"DCG_VO_ogre_bruiser_cast_spell_05"	"Sie werden nicht an mir vorbeikommen."
"DCG_VO_ogre_bruiser_cast_spell_06"	"Du dachtest wohl, dass das einfach würde?"
"DCG_VO_ogre_bruiser_cast_spell_07"	"Ich habe eine Menge Freunde …"
"DCG_VO_ogre_bruiser_cast_spell_08"	"Hoffentlich funktioniert das …"
"DCG_VO_ogre_bruiser_cast_spell_09"	"Das dürfte interessant werden …"
"DCG_VO_ogre_bruiser_cast_spell_10"	"Nun gut. Irgendwas wird passieren."
"DCG_VO_ogre_bruiser_buff_ally_01"	"Ich zeige dir, wie man kämpft …"
"DCG_VO_ogre_bruiser_buff_ally_02"	"Du bist jetzt mein Freund."
"DCG_VO_ogre_bruiser_buff_ally_03"	"Freunde helfen einander, andere umzubringen."
"DCG_VO_ogre_bruiser_buff_ally_04"	"Ich halte dir den Rücken frei."
"DCG_VO_ogre_bruiser_buff_ally_05"	"Ich bin bei dir."
"DCG_VO_ogre_bruiser_buff_ally_06"	"Zusammen werden wir gewinnen."
"DCG_VO_ogre_bruiser_buff_ally_07"	"Ich liebe teamfördernde Maßnahmen."
"DCG_VO_ogre_bruiser_buff_ally_08"	"Das sollte helfen."
"DCG_VO_ogre_bruiser_buff_ally_09"	"Bitteschön, mein Freund."
"DCG_VO_ogre_bruiser_buff_ally_10"	"Wofür hat man denn Freunde?"
"DCG_VO_ogre_bruiser_debuff_enemy_01"	"Ich brech dir alle Knochen …"
"DCG_VO_ogre_bruiser_debuff_enemy_02"	"Du wirst nicht lange durchhalten …"
"DCG_VO_ogre_bruiser_debuff_enemy_03"	"Mal sehen, wie lange du durchhältst …"
"DCG_VO_ogre_bruiser_debuff_enemy_04"	"Unterhalte mich, du Volltrottel …"
"DCG_VO_ogre_bruiser_debuff_enemy_05"	"Es ist lustig, wenn du versuchst, nicht zu sterben."
"DCG_VO_ogre_bruiser_debuff_enemy_06"	"Viel Glück."
"DCG_VO_ogre_bruiser_debuff_enemy_07"	"Erbärmlich."
"DCG_VO_ogre_bruiser_debuff_enemy_08"	"Hoffentlich ist dein Geschmack besser als deine Kampftechnik."
"DCG_VO_ogre_bruiser_debuff_enemy_09"	"Das wirst du nicht überleben."
"DCG_VO_ogre_bruiser_debuff_enemy_10"	"Ich liebe es, dir zuzusehen, wie du dich windest …"
"DCG_VO_ogre_bruiser_single_target_damage_01"	"Ich werde dir die Arme abreißen …"
"DCG_VO_ogre_bruiser_single_target_damage_02"	"Ich werde dich als Knüppel benutzen."
"DCG_VO_ogre_bruiser_single_target_damage_03"	"Du bist ein toter Mann."
"DCG_VO_ogre_bruiser_single_target_damage_04"	"Es gibt niemanden, den ich nicht umbringen kann."
"DCG_VO_ogre_bruiser_single_target_damage_05"	"Ich zermalme deine Knochen zu Staub."
"DCG_VO_ogre_bruiser_single_target_damage_06"	"Deine Leiche wird mein Festmahl sein."
"DCG_VO_ogre_bruiser_single_target_damage_07"	"Meine Stärke ist unerreicht!"
"DCG_VO_ogre_bruiser_single_target_damage_08"	"Ich werde dir den Schädel einschlagen."
"DCG_VO_ogre_bruiser_single_target_damage_09"	"Ich töte dich mit bloßen Händen!"
"DCG_VO_ogre_bruiser_single_target_damage_10"	"Hoffentlich machst du es mir nicht zu leicht …"
"DCG_VO_ogre_bruiser_multi_damage_small_01"	"Mehr schickst du nicht gegen mich in den Kampf?"
"DCG_VO_ogre_bruiser_multi_damage_small_02"	"Deine Armee ist erbärmlich."
"DCG_VO_ogre_bruiser_multi_damage_small_03"	"Ich werde euch alle vernichten!"
"DCG_VO_ogre_bruiser_multi_damage_small_04"	"Das wird ziemlich unschön werden …"
"DCG_VO_ogre_bruiser_multi_damage_small_05"	"So langsam wird die Sache interessant …"
"DCG_VO_ogre_bruiser_multi_damage_small_06"	"Um mich aufzuhalten, braucht es schon mehr als euch …"
"DCG_VO_ogre_bruiser_multi_damage_small_07"	"Ich hatte schon härtere Kneipenschlägereien …"
"DCG_VO_ogre_bruiser_multi_damage_small_08"	"Stellt euch, ihr Feiglinge!"
"DCG_VO_ogre_bruiser_multi_damage_small_09"	"Es wird nicht lange dauern …"
"DCG_VO_ogre_bruiser_multi_damage_small_10"	"Schwächliche Diener …"
"DCG_VO_ogre_bruiser_multi_damage_large_01"	"Na los!"
"DCG_VO_ogre_bruiser_multi_damage_large_02"	"Ich nehme es mit euch allen auf!"
"DCG_VO_ogre_bruiser_multi_damage_large_03"	"Ich bringe euch alle um!"
"DCG_VO_ogre_bruiser_multi_damage_large_04"	"Ihr werdet alle sterben!"
"DCG_VO_ogre_bruiser_multi_damage_large_05"	"Ich werde euch alle vernichten!"
"DCG_VO_ogre_bruiser_multi_damage_large_06"	"Macht keine Gefangenen!"
"DCG_VO_ogre_bruiser_multi_damage_large_07"	"Niemand kommt hier davon!"
"DCG_VO_ogre_bruiser_multi_damage_large_08"	"Niemand wird überleben!"
"DCG_VO_ogre_bruiser_multi_damage_large_09"	"<i>Brüllen</i>"
"DCG_VO_ogre_bruiser_multi_damage_large_10"	"KÄMPFEN WIR!"
"DCG_VO_ogre_bruiser_pleased_01"	"Das war einfacher, als ich dachte."
"DCG_VO_ogre_bruiser_pleased_02"	"Sie lassen sich einfach von uns wegputzen …"
"DCG_VO_ogre_bruiser_pleased_03"	"<i>Seufzt zufrieden</i>"
"DCG_VO_ogre_bruiser_pleased_04"	"Das stärkt die Bindung."
"DCG_VO_ogre_bruiser_pleased_05"	"Ich glaube, wir haben heute alle etwas gelernt."
"DCG_VO_ogre_bruiser_pleased_06"	"Die Schlacht bringt die Menschen zusammen."
"DCG_VO_ogre_bruiser_pleased_07"	"Ich mag es, neue Leute kennenzulernen und umzubringen."
"DCG_VO_ogre_bruiser_pleased_08"	"Es könnte nicht besser laufen."
"DCG_VO_ogre_bruiser_pleased_09"	"Ich bin glücklich!"
"DCG_VO_ogre_bruiser_pleased_10"	"Das gefällt mir."
"DCG_VO_ogre_bruiser_concerned_01"	"Oh … Das ist gar nicht gut …"
"DCG_VO_ogre_bruiser_concerned_02"	"Das gefällt mir gar nicht …"
"DCG_VO_ogre_bruiser_concerned_03"	"Das läuft nicht so, wie ich mir das vorgestellt hatte …"
"DCG_VO_ogre_bruiser_concerned_04"	"Warum hab ich bloß das Gefühl, dass ich sterben werde …"
"DCG_VO_ogre_bruiser_concerned_05"	"Ich glaube nicht, dass wir gewinnen …"
"DCG_VO_ogre_bruiser_concerned_06"	"Wir brauchen einen neuen Plan …"
"DCG_VO_ogre_bruiser_concerned_07"	"Was wir hier machen, funktioniert nicht …"
"DCG_VO_ogre_bruiser_concerned_08"	"Sie sind ganz schön viele …"
"DCG_VO_ogre_bruiser_concerned_09"	"Das sind eine Menge Leute und ich kann nur zwei Felsen halten …"
"DCG_VO_ogre_bruiser_concerned_10"	"Ich brauche einen neuen Plan …"
"DCG_VO_ogre_bruiser_angry_01"	"Ich fordere dich heraus!"
"DCG_VO_ogre_bruiser_angry_02"	"Stell dich, wenn du es wagst!"
"DCG_VO_ogre_bruiser_angry_03"	"Du solltest mich nicht verärgern."
"DCG_VO_ogre_bruiser_angry_04"	"Das war ein Fehler. Ein dummer, dummer Fehler."
"DCG_VO_ogre_bruiser_angry_05"	"Ich werde dir deinen dummen Schädel einschlagen."
"DCG_VO_ogre_bruiser_angry_06"	"Deine Knochen werden meine Zahnstocher sein!"
"DCG_VO_ogre_bruiser_angry_07"	"Niemand von euch kann mich aufhalten!"
"DCG_VO_ogre_bruiser_angry_08"	"Ich kämpfe gegen jeden!"
"DCG_VO_ogre_bruiser_angry_09"	"Ich werde beweisen, dass ich der Stärkste bin!"
"DCG_VO_ogre_bruiser_angry_10"	"Du wagst es?!"
"DCG_VO_ogre_bruiser_arrogant_01"	"Und ich dachte, das wäre eine echte Herausforderung!"
"DCG_VO_ogre_bruiser_arrogant_02"	"Nichts ist stärker als ein Oger!"
"DCG_VO_ogre_bruiser_arrogant_03"	"Niemand wird mich aufhalten!"
"DCG_VO_ogre_bruiser_arrogant_04"	"Wenn man so klug wie ich ist, braucht man keinen Plan …"
"DCG_VO_ogre_bruiser_arrogant_05"	"Pläne sind für Leute, die einem Pferd nicht die Beine ausreißen können …"
"DCG_VO_ogre_bruiser_arrogant_06"	"Ich brauche erst einen Plan, wenn ich ein Problem finde, das nicht durch einen Felsen gelöst werden kann."
"DCG_VO_ogre_bruiser_arrogant_07"	"Ich werde mich niemals ergeben …"
"DCG_VO_ogre_bruiser_arrogant_08"	"Nur Feiglinge fürchten den Tod …"
"DCG_VO_ogre_bruiser_arrogant_09"	"Und ich hatte auf einen echten Kampf gehofft …"
"DCG_VO_ogre_bruiser_arrogant_10"	"Ich hatte mehr von dir erwartet …"
"DCG_VO_ogre_bruiser_enigmatic_01"	"Ich werde tun, was ich tun muss."
"DCG_VO_ogre_bruiser_enigmatic_02"	"Ich werde tun, was nötig ist."
"DCG_VO_ogre_bruiser_enigmatic_03"	"Es gibt nichts, was ich nicht vernichten könnte."
"DCG_VO_ogre_bruiser_enigmatic_04"	"Es gibt nichts, was ich nicht zerstören könnte."
"DCG_VO_ogre_bruiser_enigmatic_05"	"Ich werde ihre Verteidigung einreißen."
"DCG_VO_ogre_bruiser_enigmatic_06"	"Slacks liebt mich. Und das reicht völlig."
"DCG_VO_ogre_bruiser_enigmatic_07"	"Ich stelle mich jedem …"
"DCG_VO_ogre_bruiser_enigmatic_08"	"Es gibt niemanden, den ich fürchte."
"DCG_VO_ogre_bruiser_enigmatic_09"	"Seltsam …"
"DCG_VO_ogre_bruiser_enigmatic_10"	"Ich frage mich, was das hier wohl macht …"
"DCG_VO_ogre_bruiser_death_01"	"<i>schreit</i>"
"DCG_VO_prowler_shaman_intro"	"Magnus brachte uns das Kind, damit wir es behüten. Er hat uns keinen Grund genannt, aber das musste er auch nicht. Ich wusste, wer sie war und zu wem sie werden würde."
"DCG_VO_prowler_shaman_equip_generic_weapon_01"	"Ich werde mich jeder Gefahr stellen."
"DCG_VO_prowler_shaman_equip_generic_weapon_02"	"Meine Waffe ist bereit."
"DCG_VO_prowler_shaman_equip_generic_weapon_03"	"Ich bin zum Kämpfen hier."
"DCG_VO_prowler_shaman_equip_generic_weapon_04"	"Ich werde uns alle verteidigen."
"DCG_VO_prowler_shaman_equip_generic_weapon_05"	"Herumtreiber schützen."
"DCG_VO_prowler_shaman_equip_generic_armor_01"	"Ich stehe meinen Verbündeten bei."
"DCG_VO_prowler_shaman_equip_generic_armor_02"	"Ich verstecke mich nicht vor Gefahren."
"DCG_VO_prowler_shaman_equip_generic_armor_03"	"Meine Feinde können ruhig kommen – ich bin bereit!"
"DCG_VO_prowler_shaman_equip_generic_armor_04"	"Ich scheue vor keinem Kampf zurück."
"DCG_VO_prowler_shaman_equip_generic_armor_05"	"Ich stelle mich allem, was da kommen mag."
"DCG_VO_prowler_shaman_equip_generic_accessory_01"	"Das wird nützlich sein."
"DCG_VO_prowler_shaman_equip_generic_accessory_02"	"Das könnte alles verändern."
"DCG_VO_prowler_shaman_equip_generic_accessory_03"	"Genau das habe ich gebraucht."
"DCG_VO_prowler_shaman_equip_generic_accessory_04"	"Perfekt."
"DCG_VO_prowler_shaman_equip_generic_accessory_05"	"Das nenne ich perfektes Timing."
"DCG_VO_prowler_shaman_kill_rival_01"	"Verlasse diesen Ort."
"DCG_VO_prowler_shaman_kill_rival_02"	"Du gehörst nicht hierher."
"DCG_VO_prowler_shaman_kill_rival_03"	"Das ist mein Wald."
"DCG_VO_prowler_shaman_kill_rival_04"	"Die Herumtreiber fürchten nichts."
"DCG_VO_prowler_shaman_kill_rival_05"	"Wer kommt als Nächstes?"
"DCG_VO_prowler_shaman_kill_rival_06"	"Du hast gut gekämpft."
"DCG_VO_prowler_shaman_kill_rival_07"	"Du bist stark. Aber ich bin stärker."
"DCG_VO_prowler_shaman_kill_rival_08"	"Du hattest nie eine Chance."
"DCG_VO_prowler_shaman_kill_rival_09"	"Ein nobler Versuch."
"DCG_VO_prowler_shaman_kill_rival_10"	"Du bist kein Krieger."
"DCG_VO_prowler_shaman_unique_01"	"Es ist gut, an deiner Seite zu kämpfen, alter Freund."
"DCG_VO_prowler_shaman_unique_02"	"Ilexa ist in unseren Händen sicher, Magnus."
"DCG_VO_prowler_shaman_unique_03"	"Es war weise, auf uns zu vertrauen …"
"DCG_VO_prowler_shaman_unique_04"	"Du bist ein Wichtigtuer, Rooftrellen, aber ich bin froh, dass du an meiner Seite stehst."
"DCG_VO_prowler_shaman_unique_05"	"Niemand wird uns voneinander trennen, Treant."
"DCG_VO_prowler_shaman_unique_06"	"Bleib an meiner Seite, Magnus."
"DCG_VO_prowler_shaman_unique_07"	"Schön dich wiederzusehen, Verzauberin. Du strahlst wie immer …"
"DCG_VO_prowler_shaman_unique_08"	"Meine Verbündeten werden geschützt."
"DCG_VO_prowler_shaman_unique_09"	"Ich bin dieses Blutvergießen leid."
"DCG_VO_prowler_shaman_unique_10"	"Die Natur wird uns zu Hilfe kommen."
"DCG_VO_prowler_shaman_unique_11"	"Die Zentauren sind hier nicht willkommen …"
"DCG_VO_prowler_shaman_unique_12"	"Eure „Heilige Jagd“ ist eine Farce …"
"DCG_VO_prowler_shaman_unique_13"	"Ich werde nicht zulassen, dass ihr euch an den Bewohnern dieses Waldes vergeht."
"DCG_VO_prowler_shaman_unique_14"	"Bleib bei mir, mein Kind. Ich kann dich schützen."
"DCG_VO_prowler_shaman_unique_15"	"Lass nicht zu, dass Rix dein Tod wird."
"DCG_VO_prowler_shaman_unique_16"	"Überzeugungen sind gut, aber wirf dein Leben nicht weg, Kind."
"DCG_VO_prowler_shaman_unique_17"	"Was brauchst du, Rix?"
"DCG_VO_prowler_shaman_unique_18"	"Wie kann ich der Rebellion helfen?"
"DCG_VO_prowler_shaman_unique_19"	"Du hast die richtige Wahl getroffen, Rix."
"DCG_VO_prowler_shaman_unique_20"	"Wie geht es mit der Rebellion voran, Rix?"
"DCG_VO_prowler_shaman_healed_01"	"Ahhh!"
"DCG_VO_prowler_shaman_healed_02"	"Danke."
"DCG_VO_prowler_shaman_healed_03"	"Ich weiß das zu schätzen. "
"DCG_VO_prowler_shaman_healed_04"	"Dein Timing ist perfekt …"
"DCG_VO_prowler_shaman_healed_05"	"Wie es aussieht, musste ICH heute gerettet werden …"
"DCG_VO_prowler_shaman_taunt_generic_01"	"Der Sieg ist da!"
"DCG_VO_prowler_shaman_taunt_generic_02"	"Vernichtet den Uralten!"
"DCG_VO_prowler_shaman_taunt_generic_03"	"Ihr Uralter wird fallen!"
"DCG_VO_prowler_shaman_taunt_generic_04"	"Wir werden nicht versagen!"
"DCG_VO_prowler_shaman_taunt_generic_05"	"Es ist Zeit, dies zu beenden!"
"DCG_VO_prowler_shaman_taunt_generic_06"	"Wir können diesen Krieg gewinnen!"
"DCG_VO_prowler_shaman_taunt_generic_07"	"Bald wird der Wald sicher sein!"
"DCG_VO_prowler_shaman_taunt_generic_08"	"Wir werden zusammen siegen!"
"DCG_VO_prowler_shaman_taunt_generic_09"	"Halte den Kurs und wir werden gewinnen!"
"DCG_VO_prowler_shaman_taunt_generic_10"	"Man wird uns den Sieg nicht verwehren!"
"DCG_VO_prowler_shaman_potential_kill_01"	"Jetzt hab ich dich."
"DCG_VO_prowler_shaman_potential_kill_02"	"Vor mir gibt es kein Entkommen."
"DCG_VO_prowler_shaman_potential_kill_03"	"Du kannst mich nicht bezwingen."
"DCG_VO_prowler_shaman_potential_kill_04"	"Du lieferst einen guten Kampf, aber das reicht nicht."
"DCG_VO_prowler_shaman_potential_kill_05"	"Ein würdiger, aber leider fruchtloser Versuch."
"DCG_VO_prowler_shaman_potential_save_01"	"Du bist nicht so schlau, wie du dachtest."
"DCG_VO_prowler_shaman_potential_save_02"	"Netter Versuch."
"DCG_VO_prowler_shaman_potential_save_03"	"Meine Zeit ist noch nicht gekommen."
"DCG_VO_prowler_shaman_potential_save_04"	"Ich hatte mir schon beinahe Sorgen gemacht …"
"DCG_VO_prowler_shaman_potential_save_05"	"Das war knapp."
"DCG_VO_prowler_shaman_permanent_armor_01"	"Ich werde meine Leute nicht enttäuschen."
"DCG_VO_prowler_shaman_permanent_armor_02"	"Ich werde geschützt sein."
"DCG_VO_prowler_shaman_permanent_armor_03"	"Ich bin nicht so leicht auszumerzen."
"DCG_VO_prowler_shaman_permanent_armor_04"	"Ein einfacher Zauber, aber ein dringend benötigter."
"DCG_VO_prowler_shaman_permanent_armor_05"	"Ich muss überleben …"
"DCG_VO_prowler_shaman_permanent_attack_01"	"Ich bin jetzt stärker."
"DCG_VO_prowler_shaman_permanent_attack_02"	"Ich werde unsere Feinde zerreißen."
"DCG_VO_prowler_shaman_permanent_attack_03"	"Bringt mir meine Feinde."
"DCG_VO_prowler_shaman_permanent_attack_04"	"Ich werde ihnen zeigen, wie stark ein Herumtreiber ist."
