"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont ile birçok konuda farklı fikirlere sahibiz, ama o öfkelenen Faceless Void'in tehlikelerinin farkına varmakla akıllılık etti. Claszureme Antlaşması'na bayılıyor değilim ama zaman büyücülüğü çok eğlenceliydi. Başka eğlenceli olan ne var biliyor musun? Zaman çizginin imha edilmemesi."
"DCG_VO_ogre_bruiser_equip_generic_weapon_02"	"Yumruktan iyidir."
"DCG_VO_ogre_bruiser_equip_generic_weapon_03"	"Kaya değil ama iş görür."
"DCG_VO_ogre_bruiser_equip_generic_weapon_04"	"Ağaç gibi sallarım."
"DCG_VO_ogre_bruiser_equip_generic_weapon_05"	"<i>kıkırdama</i>"
"DCG_VO_ogre_bruiser_equip_generic_armor_01"	"Üstüme oturduğuna inanamıyorum..."
"DCG_VO_ogre_bruiser_equip_generic_armor_02"	"Kimse beni öldüremez."
"DCG_VO_ogre_bruiser_equip_generic_armor_03"	"Böylece kanım akamaz."
"DCG_VO_ogre_bruiser_equip_generic_armor_04"	"Bıçaklanmayı hiç sevmem."
"DCG_VO_ogre_bruiser_equip_generic_armor_05"	"Daha uzun yaşayacağım."
"DCG_VO_ogre_bruiser_equip_generic_accessory_01"	"Bunun faydası olur."
"DCG_VO_ogre_bruiser_equip_generic_accessory_02"	"Teşekkürler."
"DCG_VO_ogre_bruiser_equip_generic_accessory_03"	"Güzel görünüyor."
"DCG_VO_ogre_bruiser_equip_generic_accessory_04"	"Pırıl pırıl."
"DCG_VO_ogre_bruiser_equip_generic_accessory_05"	"Güzel."
"DCG_VO_ogre_bruiser_kill_rival_01"	"Seni ezeceğim!"
"DCG_VO_ogre_bruiser_kill_rival_02"	"Geber!"
"DCG_VO_ogre_bruiser_kill_rival_03"	"Seni parçalarım!"
"DCG_VO_ogre_bruiser_kill_rival_04"	"Ez!"
"DCG_VO_ogre_bruiser_kill_rival_05"	"Hahahahaha!"
"DCG_VO_ogre_bruiser_kill_rival_06"	"Çok eğlenceli!"
"DCG_VO_ogre_bruiser_kill_rival_07"	"Bitirdim bu işi."
"DCG_VO_ogre_bruiser_kill_rival_08"	"Çok çabuk öldün."
"DCG_VO_ogre_bruiser_kill_rival_09"	"Hemen öldün mü?"
"DCG_VO_ogre_bruiser_kill_rival_10"	"Meh!"
"DCG_VO_ogre_bruiser_use_include_01"	"Öldürmeye hazırım."
"DCG_VO_ogre_bruiser_use_include_02"	"Her şeye hazırım."
"DCG_VO_ogre_bruiser_use_include_03"	"Dövüşmeye hazırım."
"DCG_VO_ogre_bruiser_unique_01"	"İkinci kafayı nereden alıyoruz?"
"DCG_VO_ogre_bruiser_unique_02"	"Çok akıllısın Magi."
"DCG_VO_ogre_bruiser_unique_03"	"Senin için kafatası parçalamak bir onurdur Magi."
"DCG_VO_ogre_bruiser_unique_04"	"Bronz Lejyon'da olmak nasıl bir duygu?"
"DCG_VO_ogre_bruiser_unique_05"	"Metal dövmeni sevdim."
"DCG_VO_ogre_bruiser_unique_06"	"Tresdin'i yiyip komutan olmalısın."
"DCG_VO_ogre_bruiser_unique_07"	"Ceset fırlatmayı gerçekten çok iyi biliyorsun."
"DCG_VO_ogre_bruiser_unique_08"	"Bana ceset fırlatmayı öğretmelisin."
"DCG_VO_ogre_bruiser_unique_09"	"Cesetleri fırlatışına bayılıyorum."
"DCG_VO_ogre_bruiser_unique_10"	"Şu gösterişli çukur dövüşçüsüne bir bak."
"DCG_VO_ogre_bruiser_unique_11"	"Cafcaflı konuşabiliyorsun diye benden iyi olduğunu mu sanıyorsun?"
"DCG_VO_ogre_bruiser_unique_12"	"Ogre'ın seni öldürmek için sadece iki kola ihtiyacı var ceset adam!"
"DCG_VO_ogre_bruiser_unique_13"	"Saçını sevdim."
"DCG_VO_ogre_bruiser_unique_14"	"Güzel bir Prensessin. Umarım kimse kafatasını ezmez."
"DCG_VO_ogre_bruiser_unique_15"	"Ben Radiant için savaşıyorum."
"DCG_VO_ogre_bruiser_unique_16"	"Radiant uğruna!"
"DCG_VO_ogre_bruiser_unique_17"	"Bana yol gösterdiğin için teşekkürler Prellex."
"DCG_VO_ogre_bruiser_unique_18"	"Ben Dire için savaşıyorum."
"DCG_VO_ogre_bruiser_unique_19"	"Dire uğruna!"
"DCG_VO_ogre_bruiser_unique_20"	"Bana yol gösterdiğin için teşekkürler Kanna."
"DCG_VO_ogre_bruiser_healed_01"	"Ahhh"
"DCG_VO_ogre_bruiser_healed_02"	"Güzel."
"DCG_VO_ogre_bruiser_healed_03"	"Hâlâ işim bitmedi."
"DCG_VO_ogre_bruiser_healed_04"	"Daha fazlasını da kaldırabilirim..."
"DCG_VO_ogre_bruiser_healed_05"	"İyisin."
"DCG_VO_ogre_bruiser_taunt_generic_01"	"Ez onları!"
"DCG_VO_ogre_bruiser_taunt_generic_02"	"Kuleyi yok et!"
"DCG_VO_ogre_bruiser_taunt_generic_03"	"Kadim Kale'yi yok et!"
"DCG_VO_ogre_bruiser_taunt_generic_04"	"Taş üstünde taş bırakma!"
"DCG_VO_ogre_bruiser_taunt_generic_05"	"Gücümüzü göster ona!"
"DCG_VO_ogre_bruiser_taunt_generic_06"	"Hepsini yak!"
"DCG_VO_ogre_bruiser_taunt_generic_07"	"Ez onları!"
"DCG_VO_ogre_bruiser_taunt_generic_08"	"Kazanacağız!"
"DCG_VO_ogre_bruiser_taunt_generic_09"	"Bizi durduramazlar!"
"DCG_VO_ogre_bruiser_taunt_generic_10"	"Savaşa!"
"DCG_VO_ogre_bruiser_potential_kill_01"	"Yardım edeyim."
"DCG_VO_ogre_bruiser_potential_kill_02"	"Geberdin."
"DCG_VO_ogre_bruiser_potential_kill_03"	"Cesedini yiyeceğim..."
"DCG_VO_ogre_bruiser_potential_kill_04"	"Kaçış yok."
"DCG_VO_ogre_bruiser_potential_kill_05"	"Geberme vakti."
"DCG_VO_ogre_bruiser_potential_save_01"	"Hah!"
"DCG_VO_ogre_bruiser_potential_save_02"	"Yok artık."
"DCG_VO_ogre_bruiser_potential_save_03"	"Burada ölmeyeceğim..."
"DCG_VO_ogre_bruiser_potential_save_04"	"Beni öldüremezsin."
"DCG_VO_ogre_bruiser_potential_save_05"	"Benden iyi değilsin."
"DCG_VO_ogre_bruiser_permanent_armor_01"	"Derim serttir."
"DCG_VO_ogre_bruiser_permanent_armor_02"	"Şimdi bıçaklasınlar bakalım."
"DCG_VO_ogre_bruiser_permanent_armor_03"	"Canımı yakamazlar."
"DCG_VO_ogre_bruiser_permanent_armor_04"	"Birkaç yaratık umurumda değil..."
"DCG_VO_ogre_bruiser_permanent_armor_05"	"Savaş için yaratıldım."
"DCG_VO_ogre_bruiser_permanent_attack_01"	"Daha güçlüyüm."
"DCG_VO_ogre_bruiser_permanent_attack_02"	"Kimse benden güçlü değil."
"DCG_VO_ogre_bruiser_permanent_attack_03"	"Hiç olmadığım kadar güçlüyüm."
"DCG_VO_ogre_bruiser_permanent_attack_04"	"Gücü hissediyorum."
"DCG_VO_ogre_bruiser_permanent_attack_05"	"Güç!"
"DCG_VO_ogre_bruiser_permanent_health_01"	"Beni öldürmek güç ister."
"DCG_VO_ogre_bruiser_permanent_health_02"	"Hiçbir yere gitmiyorum."
"DCG_VO_ogre_bruiser_permanent_health_03"	"Ölmeyeceğim!"
"DCG_VO_ogre_bruiser_permanent_health_04"	"Kimse beni öldüremez!"
"DCG_VO_ogre_bruiser_permanent_health_05"	"Sağlıklı olmak önemlidir. Böylece daha fazla kişiyi öldürebilirsin."
"DCG_VO_ogre_bruiser_cast_spell_01"	"Birkaç Ogre büyüsü biliyorum..."
"DCG_VO_ogre_bruiser_cast_spell_02"	"Parçala!"
"DCG_VO_ogre_bruiser_cast_spell_03"	"Hayır!"
"DCG_VO_ogre_bruiser_cast_spell_04"	"Onları görüyorum!"
"DCG_VO_ogre_bruiser_cast_spell_05"	"Beni geçemezler."
"DCG_VO_ogre_bruiser_cast_spell_06"	"Bunun kolay olacağını mı düşünüyorsun?"
"DCG_VO_ogre_bruiser_cast_spell_07"	"Bir sürü arkadaşım var..."
"DCG_VO_ogre_bruiser_cast_spell_08"	"Umarım işe yarar.."
"DCG_VO_ogre_bruiser_cast_spell_09"	"Bu ilginç olacak..."
"DCG_VO_ogre_bruiser_cast_spell_10"	"Pekala. Bir şey olacak."
"DCG_VO_ogre_bruiser_buff_ally_01"	"Sana dövüşmeyi öğreteyim..."
"DCG_VO_ogre_bruiser_buff_ally_02"	"Artık arkadaşımsın."
"DCG_VO_ogre_bruiser_buff_ally_03"	"Arkadaş dediğin arkadaşının öldürmesine yardım eder."
"DCG_VO_ogre_bruiser_buff_ally_04"	"Arkanı kollarım."
"DCG_VO_ogre_bruiser_buff_ally_05"	"Seninleyim."
"DCG_VO_ogre_bruiser_buff_ally_06"	"Bunu birlikte kazanabiliriz!"
"DCG_VO_ogre_bruiser_buff_ally_07"	"Ekip kurmaya bayılırım."
"DCG_VO_ogre_bruiser_buff_ally_08"	"Bunun faydası olacaktır."
"DCG_VO_ogre_bruiser_buff_ally_09"	"Al bakalım dostum."
"DCG_VO_ogre_bruiser_buff_ally_10"	"Arkadaşlar ne güne duruyor?"
"DCG_VO_ogre_bruiser_debuff_enemy_01"	"Uzuvlarını kıracağım..."
"DCG_VO_ogre_bruiser_debuff_enemy_02"	"Fazla yaşamayacaksın..."
"DCG_VO_ogre_bruiser_debuff_enemy_03"	"Bakalım ne kadar yaşayabileceksin..."
"DCG_VO_ogre_bruiser_debuff_enemy_04"	"Eğlendir beni, aptal adam..."
"DCG_VO_ogre_bruiser_debuff_enemy_05"	"Ölmemeye çalışman çok komik."
"DCG_VO_ogre_bruiser_debuff_enemy_06"	"Bol şans."
"DCG_VO_ogre_bruiser_debuff_enemy_07"	"Acınası."
"DCG_VO_ogre_bruiser_debuff_enemy_08"	"Umarım tadın da dövüş tekniğin kadar leş değildir."
"DCG_VO_ogre_bruiser_debuff_enemy_09"	"Hayatta kalamayacaksın."
"DCG_VO_ogre_bruiser_debuff_enemy_10"	"Kıvranışını izlemek hoşuma gidiyor..."
"DCG_VO_ogre_bruiser_single_target_damage_01"	"Kollarını koparacağım..."
"DCG_VO_ogre_bruiser_single_target_damage_02"	"Seni bir sopa gibi kullanacağım."
"DCG_VO_ogre_bruiser_single_target_damage_03"	"Öldün sen."
"DCG_VO_ogre_bruiser_single_target_damage_04"	"Öldüremeyeceğim kimse yok."
"DCG_VO_ogre_bruiser_single_target_damage_05"	"Kemiklerini un ufak edeceğim."
"DCG_VO_ogre_bruiser_single_target_damage_06"	"Cesedinle ziyafet çekeceğim."
"DCG_VO_ogre_bruiser_single_target_damage_07"	"En güçlü benim!"
"DCG_VO_ogre_bruiser_single_target_damage_08"	"Kafatasını oyacağım."
"DCG_VO_ogre_bruiser_single_target_damage_09"	"Seni ellerimle öldüreceğim!"
"DCG_VO_ogre_bruiser_single_target_damage_10"	"Umarım savaşabilirsin..."
"DCG_VO_ogre_bruiser_multi_damage_small_01"	"Benimle savaşmak için getirdiklerinin hepsi bu mu?"
"DCG_VO_ogre_bruiser_multi_damage_small_02"	"Ordun acınası durumda."
"DCG_VO_ogre_bruiser_multi_damage_small_03"	"Hepinizi ezeceğim!"
"DCG_VO_ogre_bruiser_multi_damage_small_04"	"Ortalık karışacak..."
"DCG_VO_ogre_bruiser_multi_damage_small_05"	"İşler ilgi çekici olmak üzere..."
"DCG_VO_ogre_bruiser_multi_damage_small_06"	"Beni durdurmak için sizden fazlası gerek..."
"DCG_VO_ogre_bruiser_multi_damage_small_07"	"Daha zorlu bar kavgalarından çıktım ben..."
"DCG_VO_ogre_bruiser_multi_damage_small_08"	"Yüzleşin benimle korkaklar!"
"DCG_VO_ogre_bruiser_multi_damage_small_09"	"Bu uzun sürmez..."
"DCG_VO_ogre_bruiser_multi_damage_small_10"	"Ezik yaratıklar..."
"DCG_VO_ogre_bruiser_multi_damage_large_01"	"Hadi!"
"DCG_VO_ogre_bruiser_multi_damage_large_02"	"Siz hepiniz ben tek!"
"DCG_VO_ogre_bruiser_multi_damage_large_03"	"Hepinizi öldüreceğim!"
"DCG_VO_ogre_bruiser_multi_damage_large_04"	"Hepiniz öleceksiniz!"
"DCG_VO_ogre_bruiser_multi_damage_large_05"	"Hepinizi paramparça edeceğim!"
"DCG_VO_ogre_bruiser_multi_damage_large_06"	"Kimseyi hayatta bırakma!"
"DCG_VO_ogre_bruiser_multi_damage_large_07"	"Kimse kaçamayacak!"
"DCG_VO_ogre_bruiser_multi_damage_large_08"	"Kimse hayatta kalamayacak!"
"DCG_VO_ogre_bruiser_multi_damage_large_09"	"<i>kükrer</i>"
"DCG_VO_ogre_bruiser_multi_damage_large_10"	"HADİ SAVAŞALIM!"
"DCG_VO_ogre_bruiser_pleased_01"	"Bu sandığımdan da kolay oldu."
"DCG_VO_ogre_bruiser_pleased_02"	"Onları ezip geçmemize izin veriyorlar..."
"DCG_VO_ogre_bruiser_pleased_03"	"<i>memnuniyetle iç çeker</i>"
"DCG_VO_ogre_bruiser_pleased_04"	"Bu iyi bir kaynaşma deneyimi oldu."
"DCG_VO_ogre_bruiser_pleased_05"	"Bence bugün hepimiz bir şey öğrendik."
"DCG_VO_ogre_bruiser_pleased_06"	"Savaş insanları gerçekten de bir araya getiriyormuş."
"DCG_VO_ogre_bruiser_pleased_07"	"Yeni insanlarla tanışıp onları öldürmeyi severim."
"DCG_VO_ogre_bruiser_pleased_08"	"Bu daha iyi olamazdı."
"DCG_VO_ogre_bruiser_pleased_09"	"Mutluyum!"
"DCG_VO_ogre_bruiser_pleased_10"	"Beğendim."
"DCG_VO_ogre_bruiser_concerned_01"	"Ah... Bu kötü..."
"DCG_VO_ogre_bruiser_concerned_02"	"Bunu beğenmedim..."
"DCG_VO_ogre_bruiser_concerned_03"	"Bu sandığım gibi olmayacak..."
"DCG_VO_ogre_bruiser_concerned_04"	"Neden ölecekmişim gibi hissediyorum?"
"DCG_VO_ogre_bruiser_concerned_05"	"Kazanacağımızı sanmıyorum..."
"DCG_VO_ogre_bruiser_concerned_06"	"Yeni bir plana ihtiyacımız var..."
"DCG_VO_ogre_bruiser_concerned_07"	"Yaptığımız işe yaramıyor..."
"DCG_VO_ogre_bruiser_concerned_08"	"Onlardan bir sürü var..."
"DCG_VO_ogre_bruiser_concerned_09"	"Burada bir sürü adam var ve iki kayayı zor tutuyorum."
"DCG_VO_ogre_bruiser_concerned_10"	"Yeni bir plana ihtiyacım var..."
"DCG_VO_ogre_bruiser_angry_01"	"Sana meydan okuyorum!"
"DCG_VO_ogre_bruiser_angry_02"	"Yüreğin varsa benimle yüzleş!"
"DCG_VO_ogre_bruiser_angry_03"	"Beni kızdırmasan iyi olur."
"DCG_VO_ogre_bruiser_angry_04"	"Aptalca, çok aptalca bir hata yaptın."
"DCG_VO_ogre_bruiser_angry_05"	"Aptal kafatasını ezeceğim."
"DCG_VO_ogre_bruiser_angry_06"	"Kemiklerinden kürdan yapacağım..."
"DCG_VO_ogre_bruiser_angry_07"	"Hiçbiriniz beni durduramazsınız!"
"DCG_VO_ogre_bruiser_angry_08"	"Herkesle savaşırım!"
"DCG_VO_ogre_bruiser_angry_09"	"En güçlü olduğumu kanıtlayacağım!"
"DCG_VO_ogre_bruiser_angry_10"	"Bu ne cüret?!"
"DCG_VO_ogre_bruiser_arrogant_01"	"Bunun gerçekten zorlayıcı olabileceğini sanıyordum!"
"DCG_VO_ogre_bruiser_arrogant_02"	"Hiçbir şey bir ogre'den daha güçlü olamaz!"
"DCG_VO_ogre_bruiser_arrogant_03"	"Beni kimse durduramaz!"
"DCG_VO_ogre_bruiser_arrogant_04"	"Benim gibi akıllıyken plana ihtiyacın yok..."
"DCG_VO_ogre_bruiser_arrogant_05"	"Planlar bir atın bacağını bile koparamayan insanlar içindir."
"DCG_VO_ogre_bruiser_arrogant_06"	"Kaya ile çözülemeyen bir sorun bulduğumda plan yaparım."
"DCG_VO_ogre_bruiser_arrogant_07"	"Asla teslim olmam..."
"DCG_VO_ogre_bruiser_arrogant_08"	"Sadece korkaklar ölümden korkar..."
"DCG_VO_ogre_bruiser_arrogant_09"	"Bunun gerçek bir dövüş olacağını sanıyordum..."
"DCG_VO_ogre_bruiser_arrogant_10"	"Senden daha fazlasını bekliyordum..."
"DCG_VO_ogre_bruiser_enigmatic_01"	"Yapmam gerekeni yapacağım."
"DCG_VO_ogre_bruiser_enigmatic_02"	"Ne gerekiyorsa yapacağım."
"DCG_VO_ogre_bruiser_enigmatic_03"	"Parçalayamayacağım hiçbir şey yok."
"DCG_VO_ogre_bruiser_enigmatic_04"	"Yok edemeyeceğim hiçbir şey yok."
"DCG_VO_ogre_bruiser_enigmatic_05"	"Savunmalarını yıkacağım."
"DCG_VO_ogre_bruiser_enigmatic_06"	"Slacks beni seviyor ve bu da yeterli."
"DCG_VO_ogre_bruiser_enigmatic_07"	"Herkesle yüzleşirim..."
"DCG_VO_ogre_bruiser_enigmatic_08"	"Korktuğum kimse yok."
"DCG_VO_ogre_bruiser_enigmatic_09"	"Garip..."
"DCG_VO_ogre_bruiser_enigmatic_10"	"Acaba bu ne işe yarıyor..."
"DCG_VO_ogre_bruiser_death_01"	"<i>çığlık atar</i>"
"DCG_VO_prowler_shaman_intro"	"Magnus, çocuğu korumamız için bize getirdi. Neden olduğunu söylemedi ama bunu yapmak zorunda da değildi. Kim olduğunu biliyordum; kime dönüşebileceğini..."
"DCG_VO_prowler_shaman_equip_generic_weapon_01"	"Tehlikeye karşı koyacağım."
"DCG_VO_prowler_shaman_equip_generic_weapon_02"	"Silahım hazır."
"DCG_VO_prowler_shaman_equip_generic_weapon_03"	"Buraya dövüşmek için geldim."
"DCG_VO_prowler_shaman_equip_generic_weapon_04"	"Hepimizi savunacağım."
"DCG_VO_prowler_shaman_equip_generic_weapon_05"	"Prowler'lar korur."
"DCG_VO_prowler_shaman_equip_generic_armor_01"	"Dostlarımın yanındayım."
"DCG_VO_prowler_shaman_equip_generic_armor_02"	"Tehlikeden saklanmam."
"DCG_VO_prowler_shaman_equip_generic_armor_03"	"Düşmanlarım benim için geliyor ama ben hazırım."
"DCG_VO_prowler_shaman_equip_generic_armor_04"	"Savaştan çekinmem."
"DCG_VO_prowler_shaman_equip_generic_armor_05"	"Her şeye hazırım."
"DCG_VO_prowler_shaman_equip_generic_accessory_01"	"Bu faydalı olacak."
"DCG_VO_prowler_shaman_equip_generic_accessory_02"	"Bu her şeyi tersine çevirebilir."
"DCG_VO_prowler_shaman_equip_generic_accessory_03"	"Bu tam ihtiyacım olan şeydi."
"DCG_VO_prowler_shaman_equip_generic_accessory_04"	"Mükemmel."
"DCG_VO_prowler_shaman_equip_generic_accessory_05"	"Bu, daha iyi bir zamanda gelemezdi."
"DCG_VO_prowler_shaman_kill_rival_01"	"Burayı terk et."
"DCG_VO_prowler_shaman_kill_rival_02"	"Buraya ait değilsin."
"DCG_VO_prowler_shaman_kill_rival_03"	"Burası benim ormanım."
"DCG_VO_prowler_shaman_kill_rival_04"	"Prowler'lar hiçbir şeyden korkmaz..."
"DCG_VO_prowler_shaman_kill_rival_05"	"Sıradaki?"
"DCG_VO_prowler_shaman_kill_rival_06"	"İyi savaştın."
"DCG_VO_prowler_shaman_kill_rival_07"	"Güçlüsün. Ben daha güçlüyüm."
"DCG_VO_prowler_shaman_kill_rival_08"	"Hiç şansın olmadı."
"DCG_VO_prowler_shaman_kill_rival_09"	"Asil bir çaba."
"DCG_VO_prowler_shaman_kill_rival_10"	"Sen savaşçı falan değilsin."
"DCG_VO_prowler_shaman_unique_01"	"Seninle omuz omuza dövüşmek güzel eski dostum."
"DCG_VO_prowler_shaman_unique_02"	"Ilexa bizimle güvende Magnus."
"DCG_VO_prowler_shaman_unique_03"	"Bize güvenmen akıllıcaydı..."
"DCG_VO_prowler_shaman_unique_04"	"Gösterişçinin tekisin Rooftrellen ama benimle aynı tarafta olmana sevindim."
"DCG_VO_prowler_shaman_unique_05"	"Kimse bizi yerimizden oynatamayacak Treant."
"DCG_VO_prowler_shaman_unique_06"	"Yanımda kal Magnus."
"DCG_VO_prowler_shaman_unique_07"	"Seni tekrar görmek çok güzel Büyücü; her zamanki gibi ışıl ışılsın."
"DCG_VO_prowler_shaman_unique_08"	"Dostlarımı korurum."
"DCG_VO_prowler_shaman_unique_09"	"Bu katliamdan bıktım."
"DCG_VO_prowler_shaman_unique_10"	"Doğa yardımımıza gelecek."
"DCG_VO_prowler_shaman_unique_11"	"Burada Centaur'lar hoş karşılanmaz..."
"DCG_VO_prowler_shaman_unique_12"	"\"Kutsal avınız\" tam bir saçmalık..."
"DCG_VO_prowler_shaman_unique_13"	"Bu ormanın sakinlerini avlamana izin vermeyeceğim."
"DCG_VO_prowler_shaman_unique_14"	"Bana yakın dur evlat, seni koruyabilirim."
"DCG_VO_prowler_shaman_unique_15"	"Rix'in, ölümüne sebep olmasına izin verme."
"DCG_VO_prowler_shaman_unique_16"	"İnanç sahibi olmak iyidir ama hayatını çöpe atma evlat."
"DCG_VO_prowler_shaman_unique_17"	"Ne istiyorsun Rix?"
"DCG_VO_prowler_shaman_unique_18"	"İsyana nasıl yardımcı olabilirim?"
"DCG_VO_prowler_shaman_unique_19"	"Doğru seçimi yaptın Rix."
"DCG_VO_prowler_shaman_unique_20"	"İsyan nasıl gidiyor Rix?"
"DCG_VO_prowler_shaman_healed_01"	"Ahhh"
"DCG_VO_prowler_shaman_healed_02"	"Teşekkürler"
"DCG_VO_prowler_shaman_healed_03"	"Teşekkür ederim."
"DCG_VO_prowler_shaman_healed_04"	"Zamanlaman kusursuz..."
"DCG_VO_prowler_shaman_healed_05"	"Görünüşe göre bugün kurtarılmaya ihtiyacı olan bendim..."
"DCG_VO_prowler_shaman_taunt_generic_01"	"Zafer geliyor!"
"DCG_VO_prowler_shaman_taunt_generic_02"	"Kadim Kale'yi yok et!"
"DCG_VO_prowler_shaman_taunt_generic_03"	"Kadim Kale'leri düşecek!"
"DCG_VO_prowler_shaman_taunt_generic_04"	"Başarısız olmayacağız!"
"DCG_VO_prowler_shaman_taunt_generic_05"	"Bu işi bitirmenin vakti geldi!"
"DCG_VO_prowler_shaman_taunt_generic_06"	"Bu savaşı kazanabiliriz!"
"DCG_VO_prowler_shaman_taunt_generic_07"	"Yakında orman güvende olacak!"
"DCG_VO_prowler_shaman_taunt_generic_08"	"Bunu birlikte kazanacağız!"
"DCG_VO_prowler_shaman_taunt_generic_09"	"Böyle devam ederseniz kazanacağız!"
"DCG_VO_prowler_shaman_taunt_generic_10"	"Bize karşı duramazsınız!"
"DCG_VO_prowler_shaman_potential_kill_01"	"Şimdi elime düştün."
"DCG_VO_prowler_shaman_potential_kill_02"	"Benden kaçış yok."
"DCG_VO_prowler_shaman_potential_kill_03"	"Benden dövüşerek kurtulamazsın."
"DCG_VO_prowler_shaman_potential_kill_04"	"İyi bir mücadele veriyorsun, ama yeterli değil."
"DCG_VO_prowler_shaman_potential_kill_05"	"Değerli, ama boşuna bir çaba."
"DCG_VO_prowler_shaman_potential_save_01"	"Düşündüğün kadar kurnaz değilsin."
"DCG_VO_prowler_shaman_potential_save_02"	"İyi deneme."
"DCG_VO_prowler_shaman_potential_save_03"	"Benim ölme vaktim gelmedi."
"DCG_VO_prowler_shaman_potential_save_04"	"Neredeyse endişeleniyordum..."
"DCG_VO_prowler_shaman_potential_save_05"	"Kıl payı kurtuldum."
"DCG_VO_prowler_shaman_permanent_armor_01"	"Halkımı hayal kırıklığına uğratmayacağım."
"DCG_VO_prowler_shaman_permanent_armor_02"	"Kendimi korurum."
"DCG_VO_prowler_shaman_permanent_armor_03"	"Beni taşımak öyle kolay değil."
"DCG_VO_prowler_shaman_permanent_armor_04"	"Basit bir büyü ama gerekli."
"DCG_VO_prowler_shaman_permanent_armor_05"	"Hayatta kalmam gerekiyor..."
"DCG_VO_prowler_shaman_permanent_attack_01"	"Artık daha güçlüyüm."
"DCG_VO_prowler_shaman_permanent_attack_02"	"Düşmanlarımızı parçalayacağım."
"DCG_VO_prowler_shaman_permanent_attack_03"	"Bana düşmanlarımı getir."
"DCG_VO_prowler_shaman_permanent_attack_04"	"Onlara Prowler'ın gücünü göstereceğim."
"DCG_VO_prowler_shaman_permanent_attack_05"	"Dövüşmeye hazırım."
"DCG_VO_prowler_shaman_permanent_health_01"	"Bırak beni öldürmeye çalışsınlar."
"DCG_VO_prowler_shaman_permanent_health_02"	"Av olmayacağım."
"DCG_VO_prowler_shaman_permanent_health_03"	"Her şeye dayanabilirim."
"DCG_VO_prowler_shaman_permanent_health_04"	"Sadece en güçlü hayatta kalır."
"DCG_VO_prowler_shaman_permanent_health_05"	"Sonsuza dek direnebilirim."
"DCG_VO_prowler_shaman_cast_spell_01"	"Halkıma bakmak için her şeyi yaparım."
"DCG_VO_prowler_shaman_cast_spell_02"	"Orman bizzat bana güç veriyor..."
"DCG_VO_prowler_shaman_cast_spell_03"	"Beni akıl oyunlarınla yenemezsin."
"DCG_VO_prowler_shaman_cast_spell_04"	"Düşündüğünden daha kurnazım..."
